Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
4141,PureEarth Camping Stove,Outdoor,Organic,92.37,33.03,Sustainable,Low,None,ISO 14001,Recyclable,499.18,In Stock,EnviroGoods
9369,EcoSmart Energy-Efficient Speaker,Electronics,Renewable Material,26.37,142.11,Partially Sustainable,High,Energy Star,None,Organic,48.9,Out of Stock,GreenChoice
38968,PureEarth Vegan Lip Balm,Beauty,Renewable Material,16.3,155.89,Non-Sustainable,High,USDA Organic,None,Energy Efficient,401.19,In Stock,GreenChoice
24344,EcoSmart Recycled Fabric Scarf,Clothing,Organic,70.92,157.04,Sustainable,High,FSC,None,Recyclable,232.18,In Stock,CleanEarth
42520,EcoEssentials Recycled Tent,Outdoor,Low-Waste,78.6,179.71,Non-Sustainable,High,USDA Organic,None,Energy Efficient,487.1,Out of Stock,EnviroGoods
42544,PureEarth Recycled Blender,Home Appliances,Organic,82.66,42.96,Partially Sustainable,High,None,None,Eco-Certified,228.66,In Stock,EnviroGoods
17375,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,14.97,180.19,Sustainable,High,Energy Star,ISO 14001,Recyclable,20.17,Out of Stock,SustainCo
47527,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,49.26,159.13,Sustainable,Medium,FSC,None,Low Carbon,213.03,Out of Stock,NaturePro
7367,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,85.14,172.97,Non-Sustainable,High,USDA Organic,None,Energy Efficient,179.85,Out of Stock,GreenChoice
21140,PureEarth Vegan Chocolate,Food,Biodegradable,88.84,90.47,Sustainable,Medium,Energy Star,ISO 14001,Recyclable,100.01,In Stock,EcoBrand
34510,EcoEssentials Recycled Tent,Outdoor,Biodegradable,69.27,147.75,Sustainable,Medium,None,ISO 14001,Energy Efficient,7.71,In Stock,GreenChoice
36290,SustainPlus Almond Milk,Food,Recyclable,95.94,32.56,Partially Sustainable,Low,None,ISO 14001,Organic,65.41,Out of Stock,EnviroGoods
14867,GreenLife Organic Soap,Beauty,Low-Waste,76.82,53.24,Non-Sustainable,Medium,None,ISO 14001,Low Carbon,200.37,In Stock,CleanEarth
12604,EcoSmart Recycled Fabric Scarf,Clothing,Organic,32.93,179.94,Sustainable,High,FSC,None,Eco-Certified,214.1,Out of Stock,SustainCo
17926,EcoEssentials Organic Coffee,Food,Biodegradable,5.85,140.48,Partially Sustainable,Low,USDA Organic,None,Energy Efficient,322.02,Out of Stock,EcoBrand
21684,GreenLife Solar Fan,Home Appliances,Organic,12.69,39.51,Non-Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,417.49,Out of Stock,GreenChoice
18131,GreenLife LED Light Bulb,Electronics,Recyclable,82.57,166.31,Sustainable,Medium,None,None,Low Carbon,153.13,Out of Stock,CleanEarth
12432,EcoSmart LED Lamp,Home Appliances,Biodegradable,10.32,173.01,Partially Sustainable,High,Energy Star,None,Energy Efficient,276.8,In Stock,NaturePro
1732,EcoSmart Aloe Vera Gel,Beauty,Low-Waste,44.49,93.53,Partially Sustainable,Low,Energy Star,ISO 14001,Organic,355.07,Out of Stock,NaturePro
41662,GreenLife LED Light Bulb,Electronics,Renewable Material,70.2,85.06,Sustainable,Medium,USDA Organic,None,Organic,384.52,In Stock,EcoBrand
23683,EcoSmart Recycled Fabric Scarf,Clothing,Renewable Material,85.03,190.41,Partially Sustainable,High,FSC,None,Energy Efficient,234.64,In Stock,EnviroGoods
18554,GreenLife Solar Fan,Home Appliances,Organic,14.78,171.1,Partially Sustainable,Medium,None,ISO 14001,Recyclable,347.63,Out of Stock,EnviroGoods
12820,GreenLife Organic Soap,Beauty,Low-Waste,97.0,67.51,Sustainable,High,Energy Star,None,Recyclable,159.05,In Stock,NaturePro
38154,EcoSmart Reusable Planner,Office Supplies,Organic,79.44,53.65,Partially Sustainable,Medium,FSC,None,Recyclable,135.23,In Stock,CleanEarth
48355,EcoSmart Aloe Vera Gel,Beauty,Biodegradable,55.87,40.49,Partially Sustainable,Low,FSC,ISO 14001,Eco-Certified,485.37,Out of Stock,GreenChoice
43545,SustainPlus Hemp Jacket,Clothing,Recyclable,53.49,92.73,Partially Sustainable,High,None,ISO 14001,Energy Efficient,247.84,Out of Stock,NaturePro
41959,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,54.09,40.37,Sustainable,Medium,Energy Star,None,Energy Efficient,277.93,In Stock,GreenChoice
7173,GreenLife Cotton Socks,Clothing,Renewable Material,83.92,153.33,Sustainable,Low,USDA Organic,None,Recyclable,341.7,Out of Stock,NaturePro
44515,GreenLife Solar Fan,Home Appliances,Low-Waste,67.19,74.99,Sustainable,Low,Energy Star,None,Eco-Certified,475.46,In Stock,NaturePro
2862,PureEarth Vegan Lip Balm,Beauty,Recyclable,97.61,36.26,Partially Sustainable,Low,None,ISO 14001,Low Carbon,250.59,In Stock,NaturePro
36312,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,24.29,84.74,Non-Sustainable,Medium,Energy Star,ISO 14001,Organic,115.41,Out of Stock,SustainCo
49679,PureEarth Vegan Chocolate,Food,Organic,33.11,136.71,Non-Sustainable,High,FSC,None,Organic,214.95,In Stock,NaturePro
19161,GreenLife Solar Fan,Home Appliances,Energy-Efficient,87.66,29.61,Non-Sustainable,Medium,FSC,ISO 14001,Low Carbon,265.02,Out of Stock,EcoBrand
4644,PureEarth Eco-Friendly Jeans,Clothing,Low-Waste,10.83,127.24,Sustainable,Medium,FSC,None,Organic,283.44,In Stock,SustainCo
17334,EcoSmart LED Lamp,Home Appliances,Biodegradable,31.48,196.81,Non-Sustainable,Medium,Fair Trade,None,Energy Efficient,175.41,In Stock,GreenChoice
2750,GreenLife Gluten-Free Pasta,Food,Recyclable,29.3,187.6,Non-Sustainable,Low,None,ISO 14001,Low Carbon,273.3,Out of Stock,NaturePro
40600,EcoSmart Recycled Fabric Scarf,Clothing,Renewable Material,95.09,58.35,Partially Sustainable,Medium,None,None,Eco-Certified,487.41,Out of Stock,EcoBrand
42807,GreenLife Organic Soap,Beauty,Biodegradable,84.72,160.23,Non-Sustainable,High,USDA Organic,ISO 14001,Energy Efficient,345.93,Out of Stock,NaturePro
47654,PureEarth Vegan Chocolate,Food,Low-Waste,69.38,193.45,Partially Sustainable,High,FSC,None,Organic,145.64,In Stock,EnviroGoods
8052,SustainPlus Water Purifier,Home Appliances,Renewable Material,57.6,178.16,Sustainable,Low,FSC,ISO 14001,Energy Efficient,68.98,In Stock,NaturePro
4574,EcoEssentials Organic T-Shirt,Clothing,Low-Waste,77.29,180.12,Sustainable,Medium,FSC,ISO 14001,Recyclable,115.02,In Stock,NaturePro
6475,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,69.62,145.73,Sustainable,Low,Fair Trade,ISO 14001,Organic,306.84,Out of Stock,EnviroGoods
38170,PureEarth Recycled Blender,Home Appliances,Low-Waste,87.16,56.68,Non-Sustainable,Low,FSC,None,Energy Efficient,167.59,In Stock,NaturePro
8228,EcoEssentials Solar Charger,Electronics,Organic,40.08,12.48,Sustainable,High,None,None,Low Carbon,114.77,Out of Stock,SustainCo
32927,PureEarth Eco-Friendly Jeans,Clothing,Organic,70.58,56.18,Non-Sustainable,Low,Fair Trade,None,Organic,375.69,Out of Stock,NaturePro
1277,EcoSmart Biodegradable Sleeping Bag,Outdoor,Low-Waste,28.64,69.43,Sustainable,Low,Fair Trade,ISO 14001,Organic,439.31,In Stock,EcoBrand
15431,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,89.8,43.88,Non-Sustainable,High,None,None,Low Carbon,20.12,In Stock,EcoBrand
26541,PureEarth Vegan Lip Balm,Beauty,Organic,1.72,106.65,Non-Sustainable,Low,FSC,None,Recyclable,404.22,Out of Stock,GreenChoice
26875,GreenLife Solar Lantern,Outdoor,Renewable Material,59.29,157.87,Sustainable,Low,None,None,Eco-Certified,77.44,Out of Stock,EnviroGoods
21767,GreenLife Organic Soap,Beauty,Organic,76.19,86.34,Sustainable,Low,FSC,None,Recyclable,458.8,In Stock,EnviroGoods
24060,GreenLife Biodegradable Pen,Office Supplies,Recyclable,64.53,72.75,Partially Sustainable,High,Fair Trade,None,Organic,477.6,In Stock,CleanEarth
32896,GreenLife Solar Lantern,Outdoor,Recyclable,32.71,73.09,Partially Sustainable,High,FSC,ISO 14001,Organic,453.37,Out of Stock,EnviroGoods
10623,SustainPlus Almond Milk,Food,Energy-Efficient,9.16,170.75,Sustainable,Medium,USDA Organic,None,Low Carbon,337.44,Out of Stock,EnviroGoods
6129,GreenLife Solar Lantern,Outdoor,Renewable Material,86.29,135.38,Non-Sustainable,Low,None,ISO 14001,Low Carbon,143.62,Out of Stock,EnviroGoods
8733,PureEarth Vegan Lip Balm,Beauty,Biodegradable,29.84,33.12,Partially Sustainable,High,Fair Trade,None,Eco-Certified,69.89,In Stock,SustainCo
12925,SustainPlus Water Purifier,Home Appliances,Biodegradable,48.67,90.12,Sustainable,High,FSC,ISO 14001,Eco-Certified,31.82,In Stock,EcoBrand
39063,EcoEssentials Solar Charger,Electronics,Organic,92.05,84.28,Partially Sustainable,High,None,ISO 14001,Organic,259.73,Out of Stock,CleanEarth
15494,EcoSmart Reusable Planner,Office Supplies,Recyclable,78.37,51.3,Non-Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,22.26,In Stock,EcoBrand
11444,EcoSmart Aloe Vera Gel,Beauty,Organic,28.9,51.77,Non-Sustainable,High,Energy Star,None,Organic,326.39,In Stock,EnviroGoods
47702,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,20.8,21.25,Sustainable,High,FSC,None,Organic,110.33,Out of Stock,SustainCo
42903,EcoEssentials Recycled Tent,Outdoor,Low-Waste,48.34,108.21,Sustainable,Medium,Fair Trade,None,Low Carbon,140.67,In Stock,EnviroGoods
31962,GreenLife Gluten-Free Pasta,Food,Energy-Efficient,64.37,49.72,Non-Sustainable,Low,Fair Trade,ISO 14001,Organic,422.8,Out of Stock,CleanEarth
11171,SustainPlus Water Purifier,Home Appliances,Recyclable,64.23,153.81,Partially Sustainable,Low,Energy Star,None,Low Carbon,310.09,Out of Stock,NaturePro
13079,PureEarth Vegan Lip Balm,Beauty,Renewable Material,42.37,174.96,Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,142.51,In Stock,EnviroGoods
43235,PureEarth Camping Stove,Outdoor,Organic,42.02,37.48,Sustainable,Medium,Energy Star,None,Low Carbon,49.21,Out of Stock,CleanEarth
11376,EcoSmart Reusable Planner,Office Supplies,Recyclable,46.2,174.39,Sustainable,Low,USDA Organic,None,Recyclable,72.97,In Stock,EnviroGoods
26576,PureEarth Vegan Lip Balm,Beauty,Low-Waste,64.35,39.43,Sustainable,High,None,None,Low Carbon,410.93,In Stock,GreenChoice
38446,SustainPlus Hiking Backpack,Outdoor,Organic,5.79,123.31,Sustainable,Medium,FSC,None,Low Carbon,15.06,In Stock,NaturePro
49914,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,70.19,80.12,Partially Sustainable,Low,USDA Organic,None,Organic,107.99,In Stock,GreenChoice
17374,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,34.87,84.77,Sustainable,High,FSC,None,Eco-Certified,251.65,Out of Stock,NaturePro
15389,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,65.78,61.1,Partially Sustainable,Medium,None,None,Organic,94.87,Out of Stock,SustainCo
21288,EcoEssentials Recycled Notebook,Office Supplies,Organic,57.98,80.17,Non-Sustainable,Medium,USDA Organic,None,Recyclable,336.73,In Stock,CleanEarth
10028,EcoSmart Aloe Vera Gel,Beauty,Recyclable,68.52,78.27,Sustainable,Low,FSC,ISO 14001,Organic,123.42,Out of Stock,EnviroGoods
186,EcoSmart Reusable Planner,Office Supplies,Recyclable,8.36,21.92,Non-Sustainable,Medium,FSC,ISO 14001,Recyclable,82.16,Out of Stock,CleanEarth
38302,EcoSmart LED Lamp,Home Appliances,Energy-Efficient,44.9,14.18,Partially Sustainable,Medium,USDA Organic,None,Energy Efficient,185.52,Out of Stock,CleanEarth
43510,GreenLife Organic Soap,Beauty,Low-Waste,69.41,194.23,Non-Sustainable,Medium,Fair Trade,None,Recyclable,96.56,Out of Stock,NaturePro
36078,SustainPlus Water Purifier,Home Appliances,Renewable Material,47.91,141.24,Sustainable,Low,Energy Star,None,Recyclable,235.32,In Stock,GreenChoice
14305,EcoSmart Reusable Planner,Office Supplies,Renewable Material,22.57,45.17,Partially Sustainable,Medium,FSC,None,Organic,329.98,Out of Stock,GreenChoice
41606,SustainPlus Cruelty-Free Moisturizer,Beauty,Recyclable,86.09,63.82,Sustainable,Medium,FSC,ISO 14001,Organic,378.5,Out of Stock,EcoBrand
48685,GreenLife Organic Soap,Beauty,Low-Waste,31.21,56.35,Sustainable,High,None,ISO 14001,Organic,206.96,In Stock,CleanEarth
49867,PureEarth Laptop,Electronics,Organic,37.17,98.61,Partially Sustainable,Medium,Fair Trade,None,Low Carbon,370.31,Out of Stock,NaturePro
29684,EcoSmart LED Lamp,Home Appliances,Renewable Material,57.95,109.66,Non-Sustainable,Low,None,ISO 14001,Energy Efficient,143.93,Out of Stock,NaturePro
32061,SustainPlus Almond Milk,Food,Recyclable,6.27,137.03,Partially Sustainable,High,Energy Star,None,Low Carbon,213.43,Out of Stock,SustainCo
8666,GreenLife LED Light Bulb,Electronics,Energy-Efficient,15.72,139.02,Non-Sustainable,Medium,FSC,ISO 14001,Organic,15.88,Out of Stock,GreenChoice
40855,GreenLife LED Light Bulb,Electronics,Low-Waste,22.3,60.26,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,322.87,In Stock,EcoBrand
16098,EcoEssentials Solar Charger,Electronics,Low-Waste,60.87,140.75,Non-Sustainable,Medium,Energy Star,ISO 14001,Organic,268.21,Out of Stock,EnviroGoods
3050,EcoSmart LED Lamp,Home Appliances,Recyclable,25.2,59.77,Non-Sustainable,Medium,FSC,None,Organic,458.47,Out of Stock,EcoBrand
3431,EcoSmart Organic Green Tea,Food,Energy-Efficient,77.83,117.0,Non-Sustainable,Low,None,None,Low Carbon,232.54,In Stock,SustainCo
16493,EcoEssentials Recycled Tent,Outdoor,Recyclable,28.22,165.58,Sustainable,High,Fair Trade,None,Eco-Certified,436.9,In Stock,CleanEarth
34039,GreenLife LED Light Bulb,Electronics,Organic,17.37,37.28,Sustainable,Low,USDA Organic,ISO 14001,Organic,167.99,Out of Stock,GreenChoice
15451,PureEarth Vegan Lip Balm,Beauty,Biodegradable,57.21,16.63,Sustainable,High,USDA Organic,ISO 14001,Recyclable,117.05,Out of Stock,GreenChoice
6735,EcoSmart Organic Green Tea,Food,Low-Waste,3.96,186.29,Sustainable,High,None,None,Eco-Certified,357.25,Out of Stock,NaturePro
24507,PureEarth Vegan Chocolate,Food,Low-Waste,99.47,44.11,Non-Sustainable,Low,Fair Trade,None,Organic,168.27,In Stock,SustainCo
22084,EcoEssentials Organic T-Shirt,Clothing,Energy-Efficient,42.51,42.38,Partially Sustainable,Low,FSC,None,Recyclable,60.95,In Stock,NaturePro
16136,PureEarth Vegan Lip Balm,Beauty,Renewable Material,43.27,106.55,Partially Sustainable,Medium,Energy Star,None,Low Carbon,294.63,Out of Stock,SustainCo
29858,EcoSmart Aloe Vera Gel,Beauty,Renewable Material,42.09,180.29,Sustainable,Medium,FSC,ISO 14001,Energy Efficient,119.49,In Stock,GreenChoice
46036,EcoEssentials Organic T-Shirt,Clothing,Biodegradable,58.75,48.41,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,486.53,In Stock,EnviroGoods
43970,SustainPlus Almond Milk,Food,Energy-Efficient,51.71,36.82,Partially Sustainable,Medium,Fair Trade,None,Low Carbon,44.6,Out of Stock,NaturePro
30728,PureEarth Laptop,Electronics,Energy-Efficient,52.37,133.91,Partially Sustainable,Low,FSC,ISO 14001,Eco-Certified,262.08,Out of Stock,NaturePro
28708,EcoEssentials Natural Shampoo,Beauty,Renewable Material,92.22,83.5,Sustainable,High,None,ISO 14001,Energy Efficient,70.45,In Stock,NaturePro
17326,EcoSmart LED Lamp,Home Appliances,Low-Waste,65.54,110.47,Sustainable,Low,USDA Organic,ISO 14001,Organic,116.87,Out of Stock,GreenChoice
4741,PureEarth Laptop,Electronics,Organic,81.2,180.21,Partially Sustainable,Medium,Energy Star,None,Energy Efficient,344.91,Out of Stock,EnviroGoods
26393,EcoSmart Biodegradable Sleeping Bag,Outdoor,Recyclable,49.41,170.9,Non-Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,231.49,Out of Stock,EnviroGoods
49507,SustainPlus Smart Thermostat,Electronics,Organic,49.15,145.33,Partially Sustainable,Medium,FSC,None,Organic,372.02,In Stock,GreenChoice
23098,SustainPlus Almond Milk,Food,Organic,84.84,153.6,Non-Sustainable,Low,USDA Organic,ISO 14001,Organic,481.4,Out of Stock,NaturePro
7839,EcoEssentials Solar Charger,Electronics,Recyclable,36.65,76.8,Partially Sustainable,High,FSC,None,Organic,381.71,In Stock,EnviroGoods
25808,SustainPlus Hiking Backpack,Outdoor,Low-Waste,90.28,134.46,Partially Sustainable,Low,Energy Star,ISO 14001,Recyclable,477.54,Out of Stock,EnviroGoods
22759,SustainPlus Almond Milk,Food,Recyclable,32.67,182.38,Non-Sustainable,Low,Fair Trade,ISO 14001,Organic,340.03,Out of Stock,SustainCo
13595,SustainPlus Water Purifier,Home Appliances,Biodegradable,2.25,67.37,Sustainable,Medium,None,None,Recyclable,447.4,In Stock,SustainCo
28069,GreenLife Solar Fan,Home Appliances,Organic,74.01,151.07,Sustainable,High,FSC,None,Energy Efficient,273.94,Out of Stock,EnviroGoods
5761,PureEarth Recycled Blender,Home Appliances,Biodegradable,75.66,19.92,Partially Sustainable,Medium,FSC,None,Energy Efficient,211.43,Out of Stock,NaturePro
15153,EcoEssentials Organic Coffee,Food,Energy-Efficient,2.56,28.72,Non-Sustainable,High,None,None,Organic,491.08,Out of Stock,EcoBrand
8258,EcoEssentials Organic T-Shirt,Clothing,Recyclable,41.76,120.65,Partially Sustainable,Medium,Energy Star,None,Eco-Certified,333.78,In Stock,EnviroGoods
43364,SustainPlus Hiking Backpack,Outdoor,Low-Waste,88.41,81.45,Sustainable,High,FSC,None,Energy Efficient,415.59,In Stock,SustainCo
3286,EcoSmart Aloe Vera Gel,Beauty,Renewable Material,53.48,46.84,Partially Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,115.34,In Stock,EcoBrand
11222,EcoSmart LED Lamp,Home Appliances,Renewable Material,51.12,192.01,Sustainable,High,None,None,Eco-Certified,216.06,Out of Stock,CleanEarth
12769,SustainPlus Eco-Friendly Stapler,Office Supplies,Energy-Efficient,26.93,125.55,Partially Sustainable,Low,Fair Trade,ISO 14001,Organic,366.88,In Stock,EnviroGoods
40231,PureEarth Laptop,Electronics,Organic,20.43,18.77,Partially Sustainable,Medium,FSC,None,Recyclable,304.45,In Stock,GreenChoice
5600,SustainPlus Hemp Jacket,Clothing,Low-Waste,45.84,48.04,Sustainable,Medium,Energy Star,None,Recyclable,132.06,In Stock,GreenChoice
34878,EcoSmart Organic Green Tea,Food,Biodegradable,55.16,151.17,Non-Sustainable,Low,Fair Trade,ISO 14001,Low Carbon,479.72,Out of Stock,SustainCo
18120,GreenLife Biodegradable Pen,Office Supplies,Organic,94.79,164.91,Non-Sustainable,Low,Fair Trade,None,Low Carbon,426.37,Out of Stock,CleanEarth
44043,PureEarth Camping Stove,Outdoor,Energy-Efficient,11.55,31.88,Partially Sustainable,Low,Fair Trade,ISO 14001,Organic,164.17,Out of Stock,EnviroGoods
13297,GreenLife Solar Fan,Home Appliances,Biodegradable,61.17,32.78,Non-Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,497.58,Out of Stock,EcoBrand
37970,PureEarth Vegan Chocolate,Food,Energy-Efficient,64.74,197.33,Sustainable,High,None,None,Energy Efficient,120.06,Out of Stock,CleanEarth
47829,SustainPlus Eco-Friendly Stapler,Office Supplies,Recyclable,35.47,81.26,Sustainable,Low,None,None,Organic,77.23,Out of Stock,GreenChoice
21924,SustainPlus Hiking Backpack,Outdoor,Recyclable,90.72,158.68,Sustainable,Low,Energy Star,None,Eco-Certified,173.83,Out of Stock,CleanEarth
8737,PureEarth Recycled Blender,Home Appliances,Energy-Efficient,51.74,22.5,Partially Sustainable,Medium,Energy Star,None,Recyclable,474.75,Out of Stock,GreenChoice
37733,EcoSmart Reusable Planner,Office Supplies,Organic,84.91,137.59,Partially Sustainable,Medium,None,None,Low Carbon,188.6,In Stock,NaturePro
21955,GreenLife Organic Soap,Beauty,Low-Waste,91.88,102.69,Sustainable,Low,USDA Organic,None,Eco-Certified,293.75,In Stock,SustainCo
27279,PureEarth Vegan Chocolate,Food,Recyclable,14.68,145.13,Non-Sustainable,Low,FSC,None,Eco-Certified,124.38,Out of Stock,EcoBrand
16101,SustainPlus Hemp Jacket,Clothing,Recyclable,46.31,135.29,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,380.48,In Stock,GreenChoice
13920,SustainPlus Water Purifier,Home Appliances,Renewable Material,76.23,65.46,Sustainable,Low,USDA Organic,None,Organic,387.91,Out of Stock,GreenChoice
5304,EcoEssentials Natural Shampoo,Beauty,Recyclable,22.97,131.64,Partially Sustainable,Low,Fair Trade,ISO 14001,Organic,109.15,Out of Stock,EnviroGoods
34005,EcoEssentials Organic Coffee,Food,Recyclable,77.88,21.93,Partially Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,267.1,In Stock,SustainCo
29069,SustainPlus Water Purifier,Home Appliances,Organic,42.62,194.33,Partially Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,314.3,Out of Stock,EnviroGoods
30764,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,16.75,127.55,Partially Sustainable,High,None,None,Organic,316.57,Out of Stock,CleanEarth
6293,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,6.79,28.04,Partially Sustainable,Medium,FSC,ISO 14001,Low Carbon,310.75,In Stock,NaturePro
19646,EcoSmart Energy-Efficient Speaker,Electronics,Recyclable,58.41,179.41,Sustainable,Medium,Fair Trade,ISO 14001,Organic,299.82,In Stock,EcoBrand
14479,GreenLife Gluten-Free Pasta,Food,Biodegradable,33.67,187.5,Non-Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,479.92,In Stock,NaturePro
